"服务器","玩家id","账号","等级","金额","代理","订单号","充值时间"
"台湾8服","7002694","15074457","279","1490","taiwanios","016000800070026941521473091080	","2018-03-19 23:24:51"
"台湾10服","9004820","110754501","257","90","taiwanios","016001000090048201521473057334	","2018-03-19 23:24:17"
"台湾14服","13002657","110779403","275","90","taiwanios","016001400130026571521473053837	","2018-03-19 23:24:13"
"台湾14服","13002657","110779403","275","590","taiwanios","016001400130026571521473028003	","2018-03-19 23:23:48"
"台湾20服","19001611","110813813","111","300","taiwanios","016002000190016111521472906488	","2018-03-19 23:21:46"
"台湾14服","13001595","507998524","245","500","taiwanios","180319231401838007	","2018-03-19 23:21:24"
"台湾20服","19002021","13648655","41","30","taiwanios","016002000190020211521472863995	","2018-03-19 23:21:03"
"台湾20服","19001611","110813813","111","300","taiwanios","016002000190016111521472807913	","2018-03-19 23:20:07"
"台湾19服","18002611","508029784","193","150","taiwanios","016001900180026111521472803108	","2018-03-19 23:20:03"
"台湾15服","14002869","110785011","259","3000","taiwanios","180319231732970469	","2018-03-19 23:19:40"
"台湾19服","18003161","508030452","144","150","taiwanios","016001900180031611521472767156	","2018-03-19 23:19:27"
"台湾1服 ","8641","3791204","170","400","taiwanios","180319231650911847	","2018-03-19 23:18:29"
"台湾18服","17002857","500120530","235","890","taiwanios","016001800170028571521472704378	","2018-03-19 23:18:24"
"台湾18服","17000134","110772109","237","150","taiwanios","180319231438608588	","2018-03-19 23:17:36"
"台湾17服","16003323","110796159","186","30","taiwanios","016001700160033231521472600457	","2018-03-19 23:16:40"
"台湾18服","17002857","500120530","235","590","taiwanios","016001800170028571521472557977	","2018-03-19 23:15:57"
"台湾16服","15004969","508027238","231","1490","taiwanios","016001600150049691521472452037	","2018-03-19 23:14:12"
"台湾12服","11004463","503571650","277","150","taiwanios","180319230917897116	","2018-03-19 23:11:19"
"台湾4服","3000834","1214779","306","150","taiwanios","016000400030008341521472250702	","2018-03-19 23:10:50"
"台湾1服 ","7151","506933358","287","150","taiwanios","016000100000071511521472243363	","2018-03-19 23:10:43"
"台湾15服","14004567","3189865","235","30","taiwanios","016001500140045671521472030427	","2018-03-19 23:07:10"
"台湾20服","19001994","23639709","41","30","taiwanios","016002000190019941521471980621	","2018-03-19 23:06:20"
"台湾19服","18002471","3278488","205","590","taiwanios","016001900180024711521471977302	","2018-03-19 23:06:17"
"台湾1服 ","8728","104890225","111","30","taiwanios","016000100000087281521471800563	","2018-03-19 23:03:20"
"台湾14服","13004521","15300838","270","150","taiwanios","016001400130045211521471790382	","2018-03-19 23:03:10"
"台湾15服","14004567","3189865","235","150","taiwanios","016001500140045671521471789946	","2018-03-19 23:03:09"
"台湾17服","16003143","505476936","229","30","taiwanios","016001700160031431521471753729	","2018-03-19 23:02:33"
"台湾20服","19001996","110814419","9","30","taiwanios","016002000190019961521471731881	","2018-03-19 23:02:11"
"台湾15服","14004567","3189865","235","300","taiwanios","016001500140045671521471636384	","2018-03-19 23:00:36"
"台湾19服","18001291","508028024","214","90","taiwanios","016001900180012911521471625252	","2018-03-19 23:00:25"
"台湾14服","13000604","110774285","283","890","taiwanios","016001400130006041521471607402	","2018-03-19 23:00:07"
"台湾18服","17003281","5633148","186","300","taiwanios","016001800170032811521471526209	","2018-03-19 22:58:46"
"台湾14服","13000318","17926941","257","890","taiwanios","016001400130003181521471449578	","2018-03-19 22:57:29"
"台湾19服","18001643","104429821","205","890","taiwanios","016001900180016431521471440147	","2018-03-19 22:57:20"
"台湾17服","16004175","1729812","204","300","taiwanios","016001700160041751521471421009	","2018-03-19 22:57:01"
"台湾17服","16002230","104788019","240","150","taiwanios","016001700160022301521471318657	","2018-03-19 22:55:18"
"台湾16服","15004148","508012170","269","890","taiwanios","016001600150041481521471112408	","2018-03-19 22:51:52"
"台湾14服","13001343","507998178","278","150","taiwanios","016001400130013431521471040547	","2018-03-19 22:50:40"
"台湾18服","17000011","3891842","258","1490","taiwanios","016001800170000111521471023302	","2018-03-19 22:50:23"
"台湾16服","15004148","508012170","269","2990","taiwanios","016001600150041481521471021788	","2018-03-19 22:50:21"
"台湾14服","13002268","110778961","265","30","taiwanios","016001400130022681521470978638	","2018-03-19 22:49:38"
"台湾18服","17002857","500120530","235","300","taiwanios","016001800170028571521470882769	","2018-03-19 22:48:02"
"台湾16服","15004148","508012170","269","2990","taiwanios","016001600150041481521470861996	","2018-03-19 22:47:41"
"台湾20服","19001205","108962239","62","30","taiwanios","016002000190012051521470820927	","2018-03-19 22:47:00"
"台湾20服","19001550","505925982","158","590","taiwanios","016002000190015501521470772478	","2018-03-19 22:46:12"
"台湾16服","15004148","508012170","269","2990","taiwanios","016001600150041481521470743855	","2018-03-19 22:45:43"
"台湾18服","17003281","5633148","184","30","taiwanios","016001800170032811521470725055	","2018-03-19 22:45:25"
"台湾8服","7004126","110740885","339","2990","taiwanios","016000800070041261521470523255	","2018-03-19 22:42:03"
"台湾18服","17001563","23801575","237","30","taiwanios","016001800170015631521470450516	","2018-03-19 22:40:50"
"台湾19服","18000681","3710912","219","30","taiwanios","016001900180006811521470439662	","2018-03-19 22:40:39"
"台湾8服","7005618","508022912","217","150","taiwanios","016000800070056181521470370439	","2018-03-19 22:39:30"
"台湾8服","7005618","508022912","217","30","taiwanios","016000800070056181521470291919	","2018-03-19 22:38:11"
"台湾18服","17004081","110803721","215","590","taiwanios","016001800170040811521470286330	","2018-03-19 22:38:06"
"台湾16服","15002759","110790219","204","30","taiwanios","016001600150027591521470249687	","2018-03-19 22:37:29"
"台湾16服","15004856","109065791","227","30","taiwanios","016001600150048561521470238625	","2018-03-19 22:37:18"
"台湾18服","17003281","5633148","182","150","taiwanios","016001800170032811521470204994	","2018-03-19 22:36:44"
"台湾17服","16000259","25889399","261","2990","taiwanios","016001700160002591521470158008	","2018-03-19 22:35:58"
"台湾20服","19001880","5076283","10","30","taiwanios","016002000190018801521470125037	","2018-03-19 22:35:25"
"台湾11服","10000516","3465131","306","150","taiwanios","180319223420136905	","2018-03-19 22:35:24"
"台湾20服","19000313","504171276","166","300","taiwanios","016002000190003131521470119015	","2018-03-19 22:35:19"
"台湾20服","19001883","508035614","18","30","taiwanios","016002000190018831521470093239	","2018-03-19 22:34:53"
"台湾14服","13003329","110780067","276","3000","taiwanios","180319223303532449	","2018-03-19 22:34:40"
"台湾20服","19001880","5076283","9","90","taiwanios","016002000190018801521470040447	","2018-03-19 22:34:00"
"台湾19服","18003125","108967913","192","1490","taiwanios","016001900180031251521470019256	","2018-03-19 22:33:39"
"台湾20服","19001886","106195479","1","30","taiwanios","016002000190018861521469967281	","2018-03-19 22:32:47"
"台湾12服","11004356","504036448","268","50","taiwanios","180319222600455551	","2018-03-19 22:32:00"
"台湾16服","15002737","500499046","241","590","taiwanios","016001600150027371521469865943	","2018-03-19 22:31:05"
"台湾1服 ","8728","104890225","41","150","taiwanios","016000100000087281521469859249	","2018-03-19 22:30:59"
"台湾14服","13003288","21529747","268","150","taiwanios","016001400130032881521469795041	","2018-03-19 22:29:55"
"台湾17服","16000355","11297549","258","890","taiwanios","016001700160003551521469791870	","2018-03-19 22:29:51"
"台湾17服","16000682","19541145","261","300","taiwanios","016001700160006821521469783198	","2018-03-19 22:29:43"
"台湾1服 ","8728","104890225","38","90","taiwanios","016000100000087281521469728638	","2018-03-19 22:28:48"
"台湾18服","17005152","500237522","216","90","taiwanios","016001800170051521521469669768	","2018-03-19 22:27:49"
"台湾8服","7005314","109224421","291","890","taiwanios","016000800070053141521469504751	","2018-03-19 22:25:04"
"台湾16服","15002230","110789687","244","30","taiwanios","016001600150022301521469484814	","2018-03-19 22:24:44"
"台湾18服","17000345","21730201","254","2990","taiwanios","016001800170003451521469476926	","2018-03-19 22:24:36"
"台湾16服","15002654","110790099","262","590","taiwanios","016001600150026541521469419689	","2018-03-19 22:23:39"
"台湾16服","15000089","9049842","262","2990","taiwanios","016001600150000891521469388533	","2018-03-19 22:23:08"
"台湾15服","14003190","508006028","258","500","taiwanios","180319221515757996	","2018-03-19 22:22:04"
"台湾16服","15002654","110790099","262","2990","taiwanios","016001600150026541521469317001	","2018-03-19 22:21:57"
"台湾4服","3000128","507896604","168","100","taiwanios","180319221834315693	","2018-03-19 22:21:19"
"台湾15服","14001585","508004156","253","500","taiwanios","180319221849739697	","2018-03-19 22:20:33"
"台湾9服","8001514","5282095","290","150","taiwanios","016000900080015141521469198957	","2018-03-19 22:19:58"
"台湾16服","15002654","110790099","262","2990","taiwanios","016001600150026541521469173070	","2018-03-19 22:19:33"
"台湾18服","17003114","9147084","219","890","taiwanios","016001800170031141521469120569	","2018-03-19 22:18:40"
"台湾13服","12000984","19720738","310","300","taiwanios","016001300120009841521469016562	","2018-03-19 22:16:56"
"台湾17服","16003522","21440744","219","150","taiwanios","016001700160035221521468935092	","2018-03-19 22:15:35"
"台湾14服","13001791","1801729","228","150","taiwanios","016001400130017911521468919949	","2018-03-19 22:15:19"
"台湾14服","13001289","110777865","284","300","taiwanios","016001400130012891521468900016	","2018-03-19 22:15:00"
"台湾20服","19001831","1318623","10","30","taiwanios","016002000190018311521468867084	","2018-03-19 22:14:27"
"台湾14服","13001289","110777865","284","300","taiwanios","016001400130012891521468816717	","2018-03-19 22:13:36"
"台湾19服","18001643","104429821","203","1490","taiwanios","016001900180016431521468815742	","2018-03-19 22:13:35"
"台湾13服","12004977","105033981","244","90","taiwanios","180319221132801839	","2018-03-19 22:13:11"
"台湾18服","17000345","21730201","254","890","taiwanios","016001800170003451521468679927	","2018-03-19 22:11:19"
"台湾18服","17003557","105443819","201","150","taiwanios","180319220801138450	","2018-03-19 22:09:44"
"台湾8服","7004126","110740885","339","2990","taiwanios","016000800070041261521468533615	","2018-03-19 22:08:53"
"台湾20服","19000456","110811735","162","150","taiwanios","016002000190004561521468502380	","2018-03-19 22:08:22"
"台湾20服","19000313","504171276","165","150","taiwanios","016002000190003131521468501702	","2018-03-19 22:08:21"
"台湾19服","18003200","508030488","187","150","taiwanios","016001900180032001521468420847	","2018-03-19 22:07:00"
"台湾20服","19000456","110811735","162","30","taiwanios","016002000190004561521468397998	","2018-03-19 22:06:37"
"台湾17服","16002809","508016472","240","1490","taiwanios","016001700160028091521468345002	","2018-03-19 22:05:45"
"台湾15服","14001366","15731276","259","1000","taiwanios","180319220330166565	","2018-03-19 22:04:37"
"台湾8服","7000123","23433639","308","150","taiwanios","180319220310622719	","2018-03-19 22:04:29"
"台湾18服","17000837","110799077","214","150","taiwanios","016001800170008371521468246894	","2018-03-19 22:04:06"
"台湾15服","14003095","1395605","228","30","taiwanios","016001500140030951521468223608	","2018-03-19 22:03:43"
"台湾15服","14003095","1395605","228","30","taiwanios","016001500140030951521468195781	","2018-03-19 22:03:15"
"台湾1服 ","7233","507992578","282","2990","taiwanios","016000100000072331521468071926	","2018-03-19 22:01:11"
"台湾19服","18001196","110806701","219","150","taiwanios","016001900180011961521468046987	","2018-03-19 22:00:46"
"台湾18服","17002761","503781398","222","300","taiwanios","016001800170027611521468025273	","2018-03-19 22:00:25"
"台湾18服","17002507","110801263","252","3000","taiwanios","180319215949830656	","2018-03-19 21:59:59"
"台湾18服","17002507","110801263","252","300","taiwanios","180319215829605685	","2018-03-19 21:58:38"
"台湾17服","16003460","508017124","245","150","taiwanios","016001700160034601521467861269	","2018-03-19 21:57:41"
"台湾18服","17002507","110801263","252","5000","taiwanios","180319215539512193	","2018-03-19 21:56:23"
"台湾17服","16000355","11297549","257","1490","taiwanios","016001700160003551521467771249	","2018-03-19 21:56:11"
"台湾18服","17000345","21730201","254","890","taiwanios","016001800170003451521467726488	","2018-03-19 21:55:26"
"台湾17服","16002508","110795475","223","590","taiwanios","016001700160025081521467658020	","2018-03-19 21:54:18"
"台湾20服","19001767","15659051","8","30","taiwanios","016002000190017671521467610165	","2018-03-19 21:53:30"
"台湾14服","13001605","507664692","252","150","taiwanios","016001400130016051521467569181	","2018-03-19 21:52:49"
"台湾20服","19001761","17904103","18","30","taiwanios","016002000190017611521467567796	","2018-03-19 21:52:47"
"台湾16服","15004141","508012162","254","590","taiwanios","016001600150041411521467476436	","2018-03-19 21:51:16"
"台湾20服","19001112","15235655","165","590","taiwanios","016002000190011121521467289900	","2018-03-19 21:48:09"
"台湾18服","17003559","110802769","178","30","taiwanios","016001800170035591521467287653	","2018-03-19 21:48:07"
"台湾11服","10003301","9256598","297","150","taiwanios","016001100100033011521467268058	","2018-03-19 21:47:48"
"台湾20服","19001747","19875429","18","30","taiwanios","016002000190017471521467267198	","2018-03-19 21:47:47"
"台湾10服","9001689","507969914","269","150","taiwanios","016001000090016891521467224821	","2018-03-19 21:47:04"
"台湾1服 ","6944","109195547","261","590","taiwanios","016000100000069441521467206783	","2018-03-19 21:46:46"
"台湾18服","17003218","110802287","215","150","taiwanios","016001800170032181521467007962	","2018-03-19 21:43:27"
"台湾20服","19001072","110812949","154","300","taiwanios","016002000190010721521466978111	","2018-03-19 21:42:58"
"台湾17服","16003587","110796443","218","890","taiwanios","016001700160035871521466953024	","2018-03-19 21:42:33"
"台湾16服","15000533","110787467","263","890","taiwanios","016001600150005331521466926434	","2018-03-19 21:42:06"
"台湾17服","16004251","508018098","208","300","taiwanios","016001700160042511521466859225	","2018-03-19 21:40:59"
"台湾7服","6004495","110768461","281","300","taiwanios","016000700060044951521466680205	","2018-03-19 21:38:00"
"台湾14服","13000731","105364157","251","90","taiwanios","016001400130007311521466530082	","2018-03-19 21:35:30"
"台湾15服","14000762","110782653","260","890","taiwanios","016001500140007621521466504072	","2018-03-19 21:35:04"
"台湾19服","18000269","508026676","229","150","taiwanios","180319213340154008	","2018-03-19 21:34:38"
"台湾20服","19000726","500297546","176","30","taiwanios","016002000190007261521466472508	","2018-03-19 21:34:32"
"台湾18服","17004448","110804121","228","2990","taiwanios","016001800170044481521466437741	","2018-03-19 21:33:57"
"台湾18服","17002583","110404791","194","590","taiwanios","016001800170025831521466403183	","2018-03-19 21:33:23"
"台湾20服","19001550","505925982","101","890","taiwanios","016002000190015501521466400939	","2018-03-19 21:33:20"
"台湾19服","18002704","110808847","185","30","taiwanios","016001900180027041521466350594	","2018-03-19 21:32:30"
"台湾10服","9000352","105430123","299","150","taiwanios","016001000090003521521466328083	","2018-03-19 21:32:08"
"台湾14服","13000800","110777193","288","590","taiwanios","016001400130008001521466244899	","2018-03-19 21:30:44"
"台湾19服","18003125","108967913","187","90","taiwanios","016001900180031251521466232463	","2018-03-19 21:30:32"
"台湾18服","17000011","3891842","255","150","taiwanios","016001800170000111521466224897	","2018-03-19 21:30:24"
"台湾10服","9003361","504213218","271","30","taiwanios","016001000090033611521466222627	","2018-03-19 21:30:22"
"台湾10服","9003361","504213218","271","30","taiwanios","016001000090033611521466212522	","2018-03-19 21:30:12"
"台湾19服","18000292","505329436","228","890","taiwanios","016001900180002921521466155048	","2018-03-19 21:29:15"
"台湾20服","19001520","503115762","98","300","taiwanios","016002000190015201521466092325	","2018-03-19 21:28:12"
"台湾10服","9003361","504213218","271","300","taiwanios","016001000090033611521466087957	","2018-03-19 21:28:07"
"台湾19服","18002744","3853695","198","2990","taiwanios","016001900180027441521466086897	","2018-03-19 21:28:06"
"台湾20服","19001520","503115762","98","150","taiwanios","016002000190015201521465997365	","2018-03-19 21:26:37"
"台湾20服","19001611","110813813","72","150","taiwanios","016002000190016111521465975986	","2018-03-19 21:26:15"
"台湾16服","15004141","508012162","253","150","taiwanios","016001600150041411521465932400	","2018-03-19 21:25:32"
"台湾16服","15000208","21625227","218","300","taiwanios","180319211600913222	","2018-03-19 21:23:42"
"台湾18服","17001059","110799343","216","150","taiwanios","016001800170010591521465815040	","2018-03-19 21:23:35"
"台湾15服","14001799","3334748","268","3000","taiwanios","180319212001888421	","2018-03-19 21:23:03"
"台湾1服 ","8547","108494915","203","890","taiwanios","016000100000085471521465729726	","2018-03-19 21:22:09"
"台湾15服","14001585","508004156","252","500","taiwanios","180319212008760257	","2018-03-19 21:22:00"
"台湾16服","15000586","7960929","277","3000","taiwanios","180319212041287044	","2018-03-19 21:21:03"
"台湾20服","19001674","11326596","1","30","taiwanios","016002000190016741521465612872	","2018-03-19 21:20:12"
"台湾20服","19001656","23057718","15","30","taiwanios","016002000190016561521465523362	","2018-03-19 21:18:43"
"台湾20服","19001550","505925982","82","1490","taiwanios","016002000190015501521465488257	","2018-03-19 21:18:08"
"台湾20服","19000956","17243993","87","50","taiwanios","180319211459155252	","2018-03-19 21:16:21"
"台湾20服","19001520","503115762","97","30","taiwanios","016002000190015201521465350794	","2018-03-19 21:15:50"
"台湾20服","19001623","11972036","41","30","taiwanios","016002000190016231521465318711	","2018-03-19 21:15:18"
"台湾16服","15001052","5723621","265","2000","taiwanios","180319211354622549	","2018-03-19 21:15:15"
"台湾20服","19000071","108599751","137","50","taiwanios","180319211308194339	","2018-03-19 21:14:47"
"台湾20服","19001656","23057718","2","90","taiwanios","016002000190016561521465262716	","2018-03-19 21:14:22"
"台湾20服","19001520","503115762","97","300","taiwanios","016002000190015201521465142021	","2018-03-19 21:12:22"
"台湾20服","19001520","503115762","97","90","taiwanios","016002000190015201521465054952	","2018-03-19 21:10:54"
"台湾17服","16003461","110796329","242","30","taiwanios","016001700160034611521465040195	","2018-03-19 21:10:40"
"台湾12服","11001201","109523525","281","150","taiwanios","016001200110012011521464999893	","2018-03-19 21:09:59"
"台湾15服","14002869","110785011","258","3000","taiwanios","180319210818969266	","2018-03-19 21:09:40"
"台湾15服","14003190","508006028","256","500","taiwanios","180319210843502807	","2018-03-19 21:09:36"
"台湾20服","19001520","503115762","97","150","taiwanios","016002000190015201521464975110	","2018-03-19 21:09:35"
"台湾10服","9000352","105430123","299","30","taiwanios","016001000090003521521464971479	","2018-03-19 21:09:31"
"台湾20服","19001611","110813813","41","30","taiwanios","016002000190016111521464964215	","2018-03-19 21:09:24"
"台湾9服","8000141","108230247","329","2990","taiwanios","016000900080001411521464674435	","2018-03-19 21:04:34"
"台湾14服","13000731","105364157","251","30","taiwanios","016001400130007311521464659251	","2018-03-19 21:04:19"
"台湾15服","14002951","21438924","261","300","taiwanios","016001500140029511521464640237	","2018-03-19 21:04:00"
"台湾18服","17003434","7799736","227","300","taiwanios","016001800170034341521464622912	","2018-03-19 21:03:42"
"台湾20服","19001611","110813813","18","90","taiwanios","016002000190016111521464549209	","2018-03-19 21:02:29"
"台湾19服","18000411","506825148","224","300","taiwanios","016001900180004111521464549968	","2018-03-19 21:02:29"
"台湾20服","19000313","504171276","162","300","taiwanios","016002000190003131521464401312	","2018-03-19 21:00:01"
"台湾20服","19001273","503536706","133","30","taiwanios","016002000190012731521464305173	","2018-03-19 20:58:25"
"台湾19服","18003128","17416869","194","150","taiwanios","016001900180031281521464271101	","2018-03-19 20:57:51"
"台湾19服","18000449","504212910","220","150","taiwanios","016001900180004491521464261712	","2018-03-19 20:57:41"
"台湾19服","18000411","506825148","224","150","taiwanios","016001900180004111521464190326	","2018-03-19 20:56:30"
"台湾14服","13002279","5148430","254","500","taiwanios","180319204831318368	","2018-03-19 20:54:33"
"台湾20服","19001542","9148889","49","30","taiwanios","016002000190015421521464058582	","2018-03-19 20:54:18"
"台湾10服","9005619","15223740","9","30","taiwanios","016001000090056191521464045133	","2018-03-19 20:54:05"
"台湾16服","15000428","13904304","243","300","taiwanios","016001600150004281521464043984	","2018-03-19 20:54:03"
"台湾16服","15003322","103444725","218","30","taiwanios","016001600150033221521463990165	","2018-03-19 20:53:10"
"台湾13服","12003933","7059398","280","500","taiwanios","180319205154151436	","2018-03-19 20:53:09"
"台湾19服","18000071","13721164","212","500","taiwanios","180319205146159978	","2018-03-19 20:52:44"
"台湾16服","15004111","508012140","244","590","taiwanios","016001600150041111521463946132	","2018-03-19 20:52:26"
"台湾20服","19001502","19859458","50","90","taiwanios","016002000190015021521463930399	","2018-03-19 20:52:10"
"台湾16服","15004470","105048515","249","150","taiwanios","016001600150044701521463744247	","2018-03-19 20:49:04"
"台湾20服","19000199","110808215","201","150","taiwanios","016002000190001991521463733694	","2018-03-19 20:48:53"
"台湾16服","15004470","105048515","249","590","taiwanios","016001600150044701521463727899	","2018-03-19 20:48:47"
"台湾20服","19000199","110808215","201","300","taiwanios","016002000190001991521463724224	","2018-03-19 20:48:44"
"台湾20服","19001507","104351817","70","590","taiwanios","016002000190015071521463703985	","2018-03-19 20:48:23"
"台湾20服","19000199","110808215","201","1490","taiwanios","016002000190001991521463648614	","2018-03-19 20:47:28"
"台湾13服","12005247","104942297","255","150","taiwanios","016001300120052471521463639294	","2018-03-19 20:47:19"
"台湾20服","19001542","9148889","27","90","taiwanios","016002000190015421521463622874	","2018-03-19 20:47:02"
"台湾17服","16004046","508017876","219","30","taiwanios","016001700160040461521463587513	","2018-03-19 20:46:27"
"台湾12服","11001214","507983950","305","150","taiwanios","016001200110012141521463552559	","2018-03-19 20:45:52"
"台湾20服","19001551","503246084","19","90","taiwanios","016002000190015511521463519248	","2018-03-19 20:45:19"
"台湾20服","19001550","505925982","3","30","taiwanios","016002000190015501521463321160	","2018-03-19 20:42:01"
"台湾19服","18002119","19859458","189","1490","taiwanios","016001900180021191521463221621	","2018-03-19 20:40:21"
"台湾13服","12005514","13389694","18","30","taiwanios","016001300120055141521463202323	","2018-03-19 20:40:02"
"台湾20服","19001361","101552661","44","1000","taiwanios","180319203735375460	","2018-03-19 20:39:11"
"台湾3服","2002945","110642015","313","50","taiwanios","180319203601249976	","2018-03-19 20:37:07"
"台湾19服","18000269","508026676","227","500","taiwanios","180319203535749816	","2018-03-19 20:36:41"
"台湾20服","19001520","503115762","35","30","taiwanios","016002000190015201521462927694	","2018-03-19 20:35:27"
"台湾19服","18000269","508026676","227","1000","taiwanios","180319203358448709	","2018-03-19 20:35:20"
"台湾19服","18001658","508028576","151","2990","taiwanios","016001900180016581521462881628	","2018-03-19 20:34:41"
"台湾1服 ","4196","507879858","307","1000","taiwanios","180319203314900729	","2018-03-19 20:34:33"
"台湾14服","13000039","103170377","224","300","taiwanios","016001400130000391521462859175	","2018-03-19 20:34:19"
"台湾17服","16004046","508017876","219","90","taiwanios","016001700160040461521462789318	","2018-03-19 20:33:09"
"台湾18服","17000536","105671715","227","150","taiwanios","180319203124822300	","2018-03-19 20:32:49"
"台湾20服","19001502","19859458","12","890","taiwanios","016002000190015021521462424381	","2018-03-19 20:27:04"
"台湾20服","19001496","17854377","2","1000","taiwanios","180319202531699227	","2018-03-19 20:26:29"
"台湾14服","13001790","110778429","284","3000","taiwanios","180319202348765291	","2018-03-19 20:26:16"
"台湾16服","15003680","107058957","245","300","taiwanios","016001600150036801521462320046	","2018-03-19 20:25:20"
"台湾20服","19001501","5135244","3","590","taiwanios","016002000190015011521462289520	","2018-03-19 20:24:49"
"台湾10服","9002713","106314409","280","150","taiwanios","180319201535998583	","2018-03-19 20:23:11"
"台湾15服","14000962","505686630","245","30","taiwanios","016001500140009621521462181007	","2018-03-19 20:23:01"
"台湾20服","19001467","508034954","19","30","taiwanios","016002000190014671521462119696	","2018-03-19 20:21:59"
"台湾20服","19001470","503243002","14","30","taiwanios","016002000190014701521462037592	","2018-03-19 20:20:37"
"台湾20服","19001470","503243002","14","90","taiwanios","016002000190014701521462018725	","2018-03-19 20:20:18"
"台湾16服","15002168","106989485","239","100","taiwanios","180319201554893226	","2018-03-19 20:16:26"
"台湾16服","15002168","106989485","239","300","taiwanios","180319201527579800	","2018-03-19 20:16:26"
"台湾17服","16004524","102978287","240","150","taiwanios","016001700160045241521461776716	","2018-03-19 20:16:16"
"台湾15服","14000962","505686630","245","30","taiwanios","016001500140009621521461731321	","2018-03-19 20:15:31"
"台湾5服","4000815","1567859","325","150","taiwanios","016000500040008151521461688488	","2018-03-19 20:14:48"
"台湾16服","15001801","9946703","247","590","taiwanios","016001600150018011521461664586	","2018-03-19 20:14:24"
"台湾20服","19001405","5677580","54","150","taiwanios","016002000190014051521461592680	","2018-03-19 20:13:12"
"台湾20服","19001263","1154700","103","30","taiwanios","016002000190012631521461554664	","2018-03-19 20:12:34"
"台湾18服","17000345","21730201","252","590","taiwanios","016001800170003451521461485487	","2018-03-19 20:11:25"
"台湾14服","13000447","23388126","304","2990","taiwanios","016001400130004471521461404343	","2018-03-19 20:10:04"
"台湾20服","19001405","5677580","19","30","taiwanios","016002000190014051521461096785	","2018-03-19 20:04:56"
"台湾10服","9003361","504213218","270","30","taiwanios","016001000090033611521461095925	","2018-03-19 20:04:55"
"台湾17服","16000223","508013290","219","590","taiwanios","016001700160002231521461066402	","2018-03-19 20:04:26"
"台湾20服","19001072","110812949","133","150","taiwanios","016002000190010721521460951363	","2018-03-19 20:02:31"
"台湾19服","18001658","508028576","149","150","taiwanios","016001900180016581521460924076	","2018-03-19 20:02:04"
"台湾19服","18002744","3853695","190","30","taiwanios","016001900180027441521460830204	","2018-03-19 20:00:30"
"台湾19服","18002744","3853695","190","150","taiwanios","016001900180027441521460819239	","2018-03-19 20:00:19"
"台湾13服","12003230","105618949","295","590","taiwanios","016001300120032301521460795334	","2018-03-19 19:59:55"
"台湾15服","14000962","505686630","245","890","taiwanios","016001500140009621521460696571	","2018-03-19 19:58:16"
"台湾20服","19001160","11575295","110","890","taiwanios","016002000190011601521460664090	","2018-03-19 19:57:44"
"台湾20服","19001112","15235655","99","300","taiwanios","016002000190011121521460625359	","2018-03-19 19:57:05"
"台湾19服","18001658","508028576","146","30","taiwanios","016001900180016581521460562746	","2018-03-19 19:56:02"
"台湾17服","16000682","19541145","255","300","taiwanios","016001700160006821521460498060	","2018-03-19 19:54:58"
"台湾6服","5000349","502452554","322","590","taiwanios","016000600050003491521460469602	","2018-03-19 19:54:29"
"台湾18服","17004298","23434534","202","150","taiwanios","016001800170042981521460355842	","2018-03-19 19:52:35"
"台湾17服","16003460","508017124","240","300","taiwanios","016001700160034601521460235461	","2018-03-19 19:50:35"
"台湾19服","18001413","502953818","210","1000","taiwanios","180319194746236066	","2018-03-19 19:49:22"
"台湾19服","18001658","508028576","146","90","taiwanios","016001900180016581521460096993	","2018-03-19 19:48:16"
"台湾19服","18001970","3621094","195","150","taiwanios","016001900180019701521459966718	","2018-03-19 19:46:06"
"台湾12服","11004463","503571650","276","500","taiwanios","180319194237213843	","2018-03-19 19:44:27"
"台湾19服","18000071","13721164","205","890","taiwanios","016001900180000711521459800777	","2018-03-19 19:43:20"
"台湾19服","18001538","1343105","212","300","taiwanios","016001900180015381521459302621	","2018-03-19 19:35:02"
"台湾17服","16000355","11297549","253","300","taiwanios","016001700160003551521459091149	","2018-03-19 19:31:31"
"台湾5服","4004302","110758927","274","50","taiwanios","180319192828195465	","2018-03-19 19:31:04"
"台湾18服","17001062","1758369","236","2000","taiwanios","180319192659932732	","2018-03-19 19:29:35"
"台湾16服","15002250","3029255","260","500","taiwanios","180319192622987783	","2018-03-19 19:28:03"
"台湾20服","19001281","508034678","18","30","taiwanios","016002000190012811521458882443	","2018-03-19 19:28:02"
"台湾20服","19001112","15235655","96","590","taiwanios","016002000190011121521458834520	","2018-03-19 19:27:14"
"台湾6服","5003764","110790519","242","150","taiwanios","016000600050037641521458784571	","2018-03-19 19:26:24"
"台湾18服","17005297","507974310","138","50","taiwanios","180319192502455214	","2018-03-19 19:26:04"
"台湾19服","18000292","505329436","224","1490","taiwanios","016001900180002921521458711346	","2018-03-19 19:25:11"
"台湾19服","18001538","1343105","211","150","taiwanios","016001900180015381521458514421	","2018-03-19 19:21:54"
"台湾18服","17002761","503781398","216","300","taiwanios","016001800170027611521458307138	","2018-03-19 19:18:27"
"台湾19服","18000528","1243443","231","150","taiwanios","016001900180005281521458294860	","2018-03-19 19:18:14"
"台湾20服","19000726","500297546","160","30","taiwanios","016002000190007261521458261695	","2018-03-19 19:17:41"
